单位编码,单位名称,医院项目编码,医院项目名称,国标编码,国标名称,备注
,南京江宁卫生信息平台,O34.951,为盆腔囊肿给予的孕产妇医疗,O34.900,为盆腔器官异常给予的孕产妇医疗,
,南京江宁卫生信息平台,O35.802,为胎儿畸形给予的孕产妇医疗,O35.800,为其他(可疑)胎儿异常和损害给予的孕产妇医疗,
,南京江宁卫生信息平台,O35.803,为胎儿苯丙酮尿症给予的孕产妇医疗,O35.800,为其他(可疑)胎儿异常和损害给予的孕产妇医疗,
,南京江宁卫生信息平台,O35.807,为胎儿肾盂积水给予的孕产妇医疗,O35.800,为其他(可疑)胎儿异常和损害给予的孕产妇医疗,
,南京江宁卫生信息平台,O35.851,其他为胎儿异常和损害给予的孕产妇医疗,O35.800,为其他(可疑)胎儿异常和损害给予的孕产妇医疗,
,南京江宁卫生信息平台,O33.751,为由于胚胎发育不良引起的胎盆不称给予的孕产妇医疗,O33.700,为其他胎儿变形引起的胎盆不称给予的孕产妇医疗,
,南京江宁卫生信息平台,O33.753,为由于胎儿畸形引起的胎盆不称给予的孕产妇医疗,O33.700,为其他胎儿变形引起的胎盆不称给予的孕产妇医疗,
,南京江宁卫生信息平台,O33.755,为由于联体双胎引起的胎盆不称给予的孕产妇医疗,O33.700,为其他胎儿变形引起的胎盆不称给予的孕产妇医疗,
,南京江宁卫生信息平台,O36.851,其他特指为胎儿问题给予的孕产妇医疗,O36.800,为其他特指的胎儿问题给予的孕产妇医疗,
,南京江宁卫生信息平台,Z04.851,为其他特指原因接受的检查和观察,Z04.800,为其他特指原因接受的检查和观察,
,南京江宁卫生信息平台,Z04.852,需要鉴定人的证词,Z04.800,为其他特指原因接受的检查和观察,
,南京江宁卫生信息平台,O36.151,为ＡＢＯ同种免疫给予的孕产妇医疗,O36.100,为其他同种免疫给予的孕产妇医疗,
,南京江宁卫生信息平台,O35.751,为羊膜穿刺术所致胎儿的损害给予的孕产妇医疗,O35.700,为其他医疗操作所致胎儿的(可疑)损害给予的孕产妇医疗,
,南京江宁卫生信息平台,O33.752,为由于胎儿肿瘤引起的胎盆不称给予的孕产妇医疗,O33.800,为其他原因的胎盆不称给予的孕产妇医疗,
,南京江宁卫生信息平台,O33.754,为由于胎儿腹水引起的胎盆不称给予的孕产妇医疗,O33.800,为其他原因的胎盆不称给予的孕产妇医疗,
,南京江宁卫生信息平台,O33.851,为由于其他原因引起的胎盆不称给予的孕产妇医疗,O33.800,为其他原因的胎盆不称给予的孕产妇医疗,
,南京江宁卫生信息平台,O34.501,为妊娠子宫扭转给予的孕产妇医疗,O34.500,为妊娠子宫其他异常给予的孕产妇医疗,
,南京江宁卫生信息平台,O34.502,为妊娠子宫箝闭给予的孕产妇医疗,O34.500,为妊娠子宫其他异常给予的孕产妇医疗,
,南京江宁卫生信息平台,Z02.051,进入学校接受检查,Z02.000,为入学接受的检查,
,南京江宁卫生信息平台,Z02.052,进入学龄前(教育)接受的检查,Z02.000,为入学接受的检查,
,南京江宁卫生信息平台,Z51.451,为随后治疗的准备医疗，NEC,Z51.400,为随后治疗的准备医疗，不可归类在他处者,
,南京江宁卫生信息平台,O35.101,为胎儿染色体异常给予的孕产妇医疗,O35.100,为胎儿(可疑)染色体异常给予的孕产妇医疗,
,南京江宁卫生信息平台,O35.251,为胎儿遗传性疾病给予的孕产妇医疗,O35.200,为胎儿(可疑)遗传性疾病给予的孕产妇医疗,
,南京江宁卫生信息平台,O35.051,为胎儿中枢神经系统畸形给予的孕产妇医疗,O35.000,为胎儿(可疑)中枢神经系统畸形给予的孕产妇医疗,
,南京江宁卫生信息平台,O36.401,为胎死宫内给予的孕产妇医疗,O36.400,为胎儿宫内死亡给予的孕产妇医疗,
,南京江宁卫生信息平台,O36.651,为胎儿过度生长给予的孕产妇医疗,O36.600,为胎儿过度生长给予的孕产妇医疗,
,南京江宁卫生信息平台,O32.801,为膝先露异常给予的孕产妇医疗,O32.800,为胎儿其他先露异常给予的孕产妇医疗,
,南京江宁卫生信息平台,O32.851,其他为胎儿先露异常给予的孕产妇医疗,O32.800,为胎儿其他先露异常给予的孕产妇医疗,
,南京江宁卫生信息平台,O36.351,为胎儿缺氧给予的孕产妇医疗,O36.300,为胎儿缺氧体征给予的孕产妇医疗,
,南京江宁卫生信息平台,O36.801,为胎儿宫内窘迫给予的孕产妇医疗,O36.300,为胎儿缺氧体征给予的孕产妇医疗,
,南京江宁卫生信息平台,O36.502,为妊娠合并胚胎发育不良给予的孕产妇医疗,O36.500,为胎儿生长不良给予的孕产妇医疗,
,南京江宁卫生信息平台,O36.503,为胎儿生长迟缓给予的孕产妇医疗,O36.500,为胎儿生长不良给予的孕产妇医疗,
,南京江宁卫生信息平台,O36.551,为胎儿停止发育给予的孕产妇医疗,O36.500,为胎儿生长不良给予的孕产妇医疗,
,南京江宁卫生信息平台,O36.251,为胎儿水肿给予的孕产妇医疗,O36.200,为胎儿水肿给予的孕产妇医疗,
,南京江宁卫生信息平台,O36.951,为胎儿问题给予的孕产妇医疗 NOS,O36.900,为胎儿问题给予的孕产妇医疗,
,南京江宁卫生信息平台,O32.901,为胎头异位给予的孕产妇医疗,O32.900,为胎儿先露异常给予的孕产妇医疗,
,南京江宁卫生信息平台,O32.951,为胎儿先露异常给予的孕产妇医疗 NOS,O32.900,为胎儿先露异常给予的孕产妇医疗,
,南京江宁卫生信息平台,O33.901,胎盆不称给予的孕产妇医疗 NOS,O33.900,为胎盆不称给予的孕产妇医疗,
,南京江宁卫生信息平台,O33.551,为由于特大胎儿引起的胎盆不称给予的孕产妇医疗,O33.500,为特大胎儿引起的胎盆不称给予的孕产妇医疗,
,南京江宁卫生信息平台,Z41.102,乳房成形术,Z41.100,为体表不能接受的外貌而进行的其他整形外科手术,
,南京江宁卫生信息平台,Z41.151,美容的整形外科手术,Z41.100,为体表不能接受的外貌而进行的其他整形外科手术,
,南京江宁卫生信息平台,Z41.152,乳房植入物,Z41.100,为体表不能接受的外貌而进行的其他整形外科手术,
,南京江宁卫生信息平台,O32.102,初产臀位，转位成功,O32.100,为臀先露给予的孕产妇医疗,
,南京江宁卫生信息平台,O32.103,臀位,O32.100,为臀先露给予的孕产妇医疗,
,南京江宁卫生信息平台,O34.702,为妊娠伴外阴水肿给予的孕产妇医疗,O34.700,为外阴和会阴异常给予的孕产妇医疗,
,南京江宁卫生信息平台,O34.751,为外阴肿瘤给予的孕产妇医疗,O34.700,为外阴和会阴异常给予的孕产妇医疗,
,南京江宁卫生信息平台,Z71.251,为寻求解释调查结果的人,Z71.200,为寻求解释调查结果的人,
,南京江宁卫生信息平台,O35.551,为药物所致胎儿的(可疑)损害给予的孕产妇医疗,O35.500,为药物所致胎儿的(可疑)损害给予的孕产妇医疗,
,南京江宁卫生信息平台,O34.201,为以前的子宫手术瘢痕给予的孕产妇医疗,O34.200,为以前的子宫手术瘢痕给予的孕产妇医疗,
,南京江宁卫生信息平台,O34.251,为以前剖腹产后的子宫瘢痕给予的孕产妇医疗,O34.200,为以前的子宫手术瘢痕给予的孕产妇医疗,
,南京江宁卫生信息平台,O34.651,为妊娠伴外阴手术后给予的孕产妇医疗,O34.600,为阴道异常给予的孕产妇医疗,
,南京江宁卫生信息平台,O34.652,为妊娠合并阴道肿瘤给予的孕产妇医疗,O34.600,为阴道异常给予的孕产妇医疗,
,南京江宁卫生信息平台,Z51.151,肿瘤化学治疗疗程的医疗照顾,Z51.100,为肿瘤化学治疗疗程,
,南京江宁卫生信息平台,O34.101,为妊娠合并子宫肌瘤给予的孕产妇医疗,O34.100,为子宫体肿瘤给予的孕产妇医疗,
,南京江宁卫生信息平台,O34.003,为妊娠合并残角子宫给予的孕产妇医疗,O34.000,为子宫先天性畸形给予的孕产妇医疗,
,南京江宁卫生信息平台,O34.005,为妊娠合并子宫畸形给予的孕产妇医疗,O34.000,为子宫先天性畸形给予的孕产妇医疗,
,南京江宁卫生信息平台,O32.401,为初产头浮(足月头高)给予的孕产妇医疗,O32.400,为足月头高给予的孕产妇医疗,
,南京江宁卫生信息平台,O32.451,为胎头不能进入骨盆边缘给予的孕产妇医疗,O32.400,为足月头高给予的孕产妇医疗,
,南京江宁卫生信息平台,P78.001,胎粪性腹膜炎[围生期肠穿孔],P78.000,围生期肠穿孔,
,南京江宁卫生信息平台,P78.951,围生期的消化系统疾患 NOS,P78.900,围生期消化系统疾患,
,南京江宁卫生信息平台,P54.851,新生儿消化道出血,P78.800,围生期消化系统疾患，其他特指的,
,南京江宁卫生信息平台,P61.951,围生期血液疾患 NOS,P61.900,围生期血液疾患,
,南京江宁卫生信息平台,P61.851,新生儿多血症,P61.800,围生期血液疾患，其他特指的,
,南京江宁卫生信息平台,E67.001,维生素Ａ过多症,E67.000,维生素A过多症,
,南京江宁卫生信息平台,E50.901,维生素Ａ缺乏,E50.900,维生素A缺乏病,
,南京江宁卫生信息平台,E50.951,比奥斑(角膜)伴有维生素缺乏(症),E50.900,维生素A缺乏病,
,南京江宁卫生信息平台,E50.151,比奥斑(角膜)伴有维生素Ａ缺乏(症),E50.100,维生素A缺乏病伴有比托斑点及结膜干燥症,
,南京江宁卫生信息平台,E50.152+,维生素Ａ缺乏伴有比托斑点和结膜干燥症,E50.100,维生素A缺乏病伴有比托斑点及结膜干燥症,
,南京江宁卫生信息平台,E50.601+,维生素Ａ缺乏合并角膜干眼瘢痕,E50.600,维生素A缺乏病伴有角膜干眼性瘢痕,
,南京江宁卫生信息平台,E50.201+,维生素Ａ缺乏伴有角膜干燥病,E50.200,维生素A缺乏病伴有角膜干燥症,
,南京江宁卫生信息平台,E50.351+,维生素Ａ缺乏伴角膜溃疡,E50.300,维生素A缺乏病伴有角膜溃疡和干燥症,
,南京江宁卫生信息平台,E50.352+,维生素Ａ缺乏合并角膜溃疡及干燥症,E50.300,维生素A缺乏病伴有角膜溃疡和干燥症,
,南京江宁卫生信息平台,E50.401+,维生素Ａ缺乏合并角膜软化,E50.400,维生素A缺乏病伴有角膜软化症,
,南京江宁卫生信息平台,E50.001+,维生素A缺乏合并结膜干燥病,E50.000,维生素A缺乏病伴有结膜干燥症,
,南京江宁卫生信息平台,E50.051+,维生素Ａ缺乏合并角膜及结膜干燥症,E50.000,维生素A缺乏病伴有结膜干燥症,
,南京江宁卫生信息平台,E50.501+,维生素Ａ缺乏合并夜盲症,E50.500,维生素A缺乏病伴有夜盲症,
,南京江宁卫生信息平台,E50.851+,维生素Ａ缺乏性毛囊角化病,E50.800,维生素A缺乏病的其他表现,
,南京江宁卫生信息平台,E50.701+,维生素Ａ缺乏合并干眼症,E50.701？,维生素A缺乏干眼症,
,南京江宁卫生信息平台,E50.801+,维生素Ａ缺乏合并皮肤干燥病,E50.801？,维生素A缺乏合并皮肤干燥病,
,南京江宁卫生信息平台,E64.151,维生素Ａ缺乏后遗症,E64.100,维生素A缺乏后遗症,
,南京江宁卫生信息平台,T45.251,维生素Ａ中毒,T45.201,维生素A中毒,
,南京江宁卫生信息平台,D51.951,维生素Ｂ12缺乏性贫血　NOS,D51.900,维生素B12缺乏性贫血,
,南京江宁卫生信息平台,D51.851,其他维生素Ｂ12缺乏性贫血,D51.800,维生素B12缺乏性贫血，其他的,
,南京江宁卫生信息平台,D51.901+,维生素Ｂ12缺乏性贫血性脊髓后侧索硬化,D51.901？,维生素B12缺乏性贫血性脊髓后侧索硬化,
,南京江宁卫生信息平台,E53.808+,维生素Ｂ12缺乏性周围神经病,E53.803？,维生素B12缺乏性周围神经病,
,南京江宁卫生信息平台,E53.801,维生素Ｂ12缺乏,E53.804,维生素B12缺乏症,
,南京江宁卫生信息平台,E53.851+,维生素Ｂ12缺乏痴呆,E53.804,维生素B12缺乏症,
,南京江宁卫生信息平台,E53.902+,维生素缺乏性周围神经病(B),E53.900,维生素B缺乏病,
,南京江宁卫生信息平台,E53.951,足灼热综合征,E53.900,维生素B缺乏病,
,南京江宁卫生信息平台,E53.952+,慢性舌乳头炎[默勒舌炎]维生素Ｂ缺乏,E53.900,维生素B缺乏病,
,南京江宁卫生信息平台,E64.251,维生素Ｃ缺乏后遗症,E64.200,维生素C缺乏后遗症,
,南京江宁卫生信息平台,D53.201,坏血病性贫血,D53.200,维生素C缺乏性贫血,
,南京江宁卫生信息平台,E67.301,维生素Ｄ过多症,E67.300,维生素D过多症,
,南京江宁卫生信息平台,E55.901,维生素Ｄ缺乏,E55.900,维生素D缺乏病,
,南京江宁卫生信息平台,E55.902,维生素Ｄ缺乏性手足搐搦症,E55.002,维生素D缺乏性手足搐搦症,
,南京江宁卫生信息平台,T45.252,维生素Ｄ中毒,T45.202,维生素D中毒,
,南京江宁卫生信息平台,E56.001,维生素Ｅ缺乏,E56.000,维生素E缺乏病,
,南京江宁卫生信息平台,E56.101,维生素Ｋ缺乏,E56.100,维生素K缺乏病,
,南京江宁卫生信息平台,P53.X02,新生儿维生素Ｋ缺乏,E56.100,维生素K缺乏病,
,南京江宁卫生信息平台,D68.402,获得性维生素Ｋ依赖因子缺乏症,D68.401,维生素K依赖因子缺乏症,
,南京江宁卫生信息平台,T45.253,维生素意外中毒 (X44.959),T45.200,维生素类中毒，不可归类在他处者,
,南京江宁卫生信息平台,E56.901,维生素缺乏 NOS,E56.900,维生素缺乏病,
,南京江宁卫生信息平台,E56.801,维生素Ｐ缺乏,E56.800,维生素缺乏病，其他的,
,南京江宁卫生信息平台,E56.902+,维生素缺乏性多神经炎,E56.901？,维生素缺乏性多神经炎,
,南京江宁卫生信息平台,C41.451,尾骨恶性肿瘤,C41.405,尾骨恶性肿瘤,
,南京江宁卫生信息平台,S32.201,尾骨骨折,S32.200,尾骨骨折,
,南京江宁卫生信息平台,D16.852,尾骨良性肿瘤,D16.804,尾骨良性肿瘤,
,南京江宁卫生信息平台,M53.381,尾骨疼痛,M53.301,尾骨痛,
,南京江宁卫生信息平台,B65.351,尾蚴性皮炎,B65.300,尾蚴性皮炎,
,南京江宁卫生信息平台,A92.251,委内瑞拉马型脑炎、脑脊髓炎或脊髓炎,A92.200,委内瑞拉马型热,
,南京江宁卫生信息平台,O02.051,萎缩卵,O02.000,萎缩卵和非葡萄胎,
,南京江宁卫生信息平台,L90.651,萎缩纹,L90.600,萎缩纹,
,南京江宁卫生信息平台,J31.006,臭鼻症[萎缩性鼻炎],J31.004,萎缩性鼻炎,
,南京江宁卫生信息平台,G71.103,萎缩性肌强直,G71.102,萎缩性肌强直,
,南京江宁卫生信息平台,G71.152,萎缩性肌僵直症[-肌僵直营养不良症],G71.102,萎缩性肌强直,
,南京江宁卫生信息平台,M45.X98,萎缩性脊柱炎(韧带),M45.x02,萎缩性脊柱炎,
,南京江宁卫生信息平台,K14.402,萎缩性舌炎,K14.401,萎缩性舌炎,
,南京江宁卫生信息平台,J31.204,萎缩性咽炎,J31.204,萎缩性咽炎,
,南京江宁卫生信息平台,R62.851,体重不能增加,R62.800,未达到其他预期正常生理发育水平,
,南京江宁卫生信息平台,R62.852,生长不足,R62.800,未达到其他预期正常生理发育水平,
,南京江宁卫生信息平台,R62.951,未达到预期的正常生理发育水平 NOS,R62.900,未达到预期的正常生理发育水平,
,南京江宁卫生信息平台,A30.052,未定型麻风,A30.000,未定类麻风,
,南京江宁卫生信息平台,C83.651,未分化性恶性淋巴瘤(弥漫性) (M96860/3),C83.600,未分化(弥漫性)非霍奇金淋巴瘤,
,南京江宁卫生信息平台,F45.151,未分化的躯体化障碍,F45.100,未分化的躯体形式障碍,
,南京江宁卫生信息平台,C95.004,未分化型白血病 (M98010/3),C95.003,未分化细胞白血病,
,南京江宁卫生信息平台,Z53.951,未进行操作 NOS,Z53.900,未进行操作,
,南京江宁卫生信息平台,Z28.951,由于未特指的原因未进行免疫,Z28.900,未进行免疫,
,南京江宁卫生信息平台,K07.401,错齿(咬合不正),K07.400,未特指的错(),
,南京江宁卫生信息平台,Z71.151,恐惧情况未证实,Z71.100,未作诊断而具有恐惧主诉的人,
,南京江宁卫生信息平台,Z71.152,属于正常状态的问题,Z71.100,未作诊断而具有恐惧主诉的人,
,南京江宁卫生信息平台,Z71.153,过分担心,Z71.100,未作诊断而具有恐惧主诉的人,
,南京江宁卫生信息平台,R43.251,味觉障碍(缺乏),R43.200,味觉倒错,
,南京江宁卫生信息平台,G50.803,味觉性出汗综合征,G50.801,味觉性出汗综合征,
,南京江宁卫生信息平台,H53.152,羞明[畏光],H53.101,畏光,
,南京江宁卫生信息平台,Z90.351,胃部分后天性缺失,Z90.300,胃部分后天性缺失,
,南京江宁卫生信息平台,Z12.051,胃部肿瘤的特殊筛选检查,Z12.000,胃部肿瘤的特殊筛查,
,南京江宁卫生信息平台,K92.201,便血,K92.200,胃肠出血,
,南京江宁卫生信息平台,K92.205,胃肠道出血,K92.200,胃肠出血,
,南京江宁卫生信息平台,Z93.401,肠造口术状态,Z93.400,胃肠道的其他人工造口状态,
,南京江宁卫生信息平台,Z93.451,其它胃肠道人工造口术后状态,Z93.400,胃肠道的其他人工造口状态,
,南京江宁卫生信息平台,Z80.052,胃肠道恶性肿瘤家族史者,Z80.001,胃肠道恶性肿瘤家族史,
,南京江宁卫生信息平台,T85.551,胃肠道假体装置、植入物和移植物的机械性并发症,T85.500,胃肠道假体装置、植入物和移植物的机械性并发症,
,南京江宁卫生信息平台,T85.552,胆管假体引起的机械性并发症,T85.500,胃肠道假体装置、植入物和移植物的机械性并发症,
,南京江宁卫生信息平台,T85.553,食管抗反流装置引起的机械性并发症,T85.500,胃肠道假体装置、植入物和移植物的机械性并发症,
,南京江宁卫生信息平台,I78.802,胃肠道毛细血管扩张症,I78.802,胃肠道毛细血管扩张症,
,南京江宁卫生信息平台,I99.X57,直肠毛细血管扩张症,I78.802,胃肠道毛细血管扩张症,
,南京江宁卫生信息平台,K31.951,胃肠功能紊乱,K92.901,胃肠功能紊乱,
,南京江宁卫生信息平台,B46.251+,胃肠毛霉菌病,B46.200,胃肠毛霉病,
,南京江宁卫生信息平台,R14.X51,嗳气,R14.x00,胃肠气胀及有关情况,
,南京江宁卫生信息平台,R14.X52,气胀痛,R14.x00,胃肠气胀及有关情况,
,南京江宁卫生信息平台,R14.X53,气腹、气鼓(腹的、肠的),R14.x00,胃肠气胀及有关情况,
,南京江宁卫生信息平台,R14.X54,胃气胀,R14.x00,胃肠气胀及有关情况,
,南京江宁卫生信息平台,F45.305,胃肠神经官能症,F45.308,胃肠神经官能症,
,南京江宁卫生信息平台,F45.353,心因性肠胃胀气,F45.308,胃肠神经官能症,
,南京江宁卫生信息平台,F50.551,胃肠道手术后呕吐,K91.000,胃肠手术后呕吐,
,南京江宁卫生信息平台,K91.001,胃肠手术后呕吐,K91.000,胃肠手术后呕吐,
,南京江宁卫生信息平台,A22.251,胃肠炭疽,A22.200,胃肠炭疽,
,南京江宁卫生信息平台,A22.252,肠炭疽,A22.200,胃肠炭疽,
,南京江宁卫生信息平台,A21.352,胃肠土拉菌病,A21.300,胃肠土拉菌病,
,南京江宁卫生信息平台,K91.817,胃肠吻合口机能障碍,K91.832,胃肠吻合口功能障碍,
,南京江宁卫生信息平台,K91.818,胃肠吻合口水肿,K91.833,胃肠吻合口水肿,
,南京江宁卫生信息平台,K28.701,慢性胃吻合口炎,K91.834,胃肠吻合口炎,
,南京江宁卫生信息平台,K91.151,胃肠吻合口炎,K91.834,胃肠吻合口炎,
,南京江宁卫生信息平台,K91.820,胃肠吻合术后输出袢梗阻,K91.842,胃肠吻合术后输出袢梗阻,
,南京江宁卫生信息平台,K91.821,胃肠吻合术后输入袢梗阻,K91.842,胃肠吻合术后输出袢梗阻,
,南京江宁卫生信息平台,T78.302,胃肠型荨麻疹,L50.803,胃肠型荨麻疹,
,南京江宁卫生信息平台,K92.206,胃出血,K92.201,胃出血,
,南京江宁卫生信息平台,C16.601,胃大弯恶性肿瘤,C16.600,胃大弯恶性肿瘤,
,南京江宁卫生信息平台,C16.101,胃底恶性肿瘤,C16.100,胃底恶性肿瘤,
,南京江宁卫生信息平台,S35.251,胃动脉损伤,S35.202,胃动脉损伤,
,南京江宁卫生信息平台,D37.152,胃动态未定的肿瘤 (M80000/1),D37.100,胃动态未定或动态未知的肿瘤,
,南京江宁卫生信息平台,C16.301,胃窦恶性肿瘤,C16.301,胃窦恶性肿瘤,
,南京江宁卫生信息平台,C16.902,胃恶性肿瘤,C16.900,胃恶性肿瘤,
,南京江宁卫生信息平台,C16.904,胃息肉癌变,C16.900,胃恶性肿瘤,
,南京江宁卫生信息平台,C16.905,胃腺瘤癌变 (M80100/3),C16.900,胃恶性肿瘤,
,南京江宁卫生信息平台,C16.906,早期胃癌,C16.900,胃恶性肿瘤,
,南京江宁卫生信息平台,C16.907,革囊胃[弥漫性浸润型胃硬癌、皮革状胃] (M81420/3),C16.900,胃恶性肿瘤,
,南京江宁卫生信息平台,D37.151,胃类癌,C16.900,胃恶性肿瘤,
,南京江宁卫生信息平台,Z85.001,胃恶性肿瘤史,Z85.002,胃恶性肿瘤个人史,
,南京江宁卫生信息平台,K31.851,胃病,K31.900,胃和十二指肠疾病,
,南京江宁卫生信息平台,K31.902,胃占位病变,K31.900,胃和十二指肠疾病,
,南京江宁卫生信息平台,K31.952,胃功能障碍,K31.900,胃和十二指肠疾病,
,南京江宁卫生信息平台,K31.801,低张力胃,K31.800,胃和十二指肠其他特指的疾病,
,南京江宁卫生信息平台,K31.805,十二指肠白点征,K31.800,胃和十二指肠其他特指的疾病,
,南京江宁卫生信息平台,K31.809,胃肠粘膜病变,K31.800,胃和十二指肠其他特指的疾病,
,南京江宁卫生信息平台,K31.811,胃假性淋巴瘤,K31.800,胃和十二指肠其他特指的疾病,
,南京江宁卫生信息平台,K31.822,胃腺体增生,K31.800,胃和十二指肠其他特指的疾病,
,南京江宁卫生信息平台,K31.825,胃皱襞,K31.800,胃和十二指肠其他特指的疾病,
,南京江宁卫生信息平台,K31.852,胃肠痉挛,K31.800,胃和十二指肠其他特指的疾病,
,南京江宁卫生信息平台,K31.853,胃毒血症,K31.800,胃和十二指肠其他特指的疾病,
,南京江宁卫生信息平台,K31.854,胃机能紊乱,K31.800,胃和十二指肠其他特指的疾病,
,南京江宁卫生信息平台,K31.856,痉挛性胃炎,K31.800,胃和十二指肠其他特指的疾病,
,南京江宁卫生信息平台,K31.857,嗜酸细胞性胃炎,K31.800,胃和十二指肠其他特指的疾病,
,南京江宁卫生信息平台,K31.858,十二指肠扭转,K31.800,胃和十二指肠其他特指的疾病,
,南京江宁卫生信息平台,K56.653,上消化道梗阻,K31.800,胃和十二指肠其他特指的疾病,
,南京江宁卫生信息平台,T28.751,化学性胃腐蚀伤,T28.701,胃化学性烧伤,
,南京江宁卫生信息平台,K31.810,胃黄色斑,K31.815,胃黄色斑,
,南京江宁卫生信息平台,C78.807,胃继发性恶性肿瘤,C78.802,胃继发恶性肿瘤,
,南京江宁卫生信息平台,C16.851,胃交搭跨越的恶性肿瘤,C16.800,胃交搭跨越恶性肿瘤的损害,
,南京江宁卫生信息平台,K31.651,胃结肠瘘,K31.602,胃结肠瘘,
,南京江宁卫生信息平台,A18.823+,胃结核,A18.812？,胃结核,
,南京江宁卫生信息平台,K31.812,胃结石,K31.808,胃结石,
,南京江宁卫生信息平台,K31.813,胃痉挛,K31.807,胃痉挛,
,南京江宁卫生信息平台,I86.401,胃底静脉曲张,I86.400,胃静脉曲张,
,南京江宁卫生信息平台,I86.402,胃血管扩张,I86.400,胃静脉曲张,
,南京江宁卫生信息平台,K31.606,胃空肠结肠瘘,K31.601,胃空肠结肠瘘,
,南京江宁卫生信息平台,C16.903,胃溃疡癌变,C16.902,胃溃疡癌变,
,南京江宁卫生信息平台,D13.102,胃良性肿瘤,D13.100,胃良性肿瘤,
,南京江宁卫生信息平台,D13.151,胃肌腺瘤,D13.100,胃良性肿瘤,
,南京江宁卫生信息平台,K31.814,胃麻痹,K31.809,胃麻痹,
,南京江宁卫生信息平台,K31.815,胃囊肿,K31.810,胃囊肿,
,南京江宁卫生信息平台,T18.201,胃内异物，经腔口进入,T18.200,胃内异物,
,南京江宁卫生信息平台,T18.251,胃内毛粪石[胃内结块或胃石症],T18.200,胃内异物,
,南京江宁卫生信息平台,K31.823,胃粘膜病变,K31.905,胃黏膜病变,
,南京江宁卫生信息平台,K29.604,胃粘膜肥厚,K29.606,胃黏膜肥厚,
,南京江宁卫生信息平台,K29.656,胃巨黏膜症,K29.606,胃黏膜肥厚,
,南京江宁卫生信息平台,K31.824,胃粘膜脱垂,K31.816,胃黏膜脱垂,
,南京江宁卫生信息平台,K31.816,胃扭转,K31.812,胃扭转,
,南京江宁卫生信息平台,K31.817,胃排空梗阻,K31.901,胃排空障碍,
,南京江宁卫生信息平台,K31.818,胃破裂,K31.813,胃破裂,
,南京江宁卫生信息平台,K31.451,胃憩室,K31.400,胃憩室,
,南京江宁卫生信息平台,K31.251,胃沙漏状狭窄,K31.200,胃沙漏状狭窄及缩窄,
,南京江宁卫生信息平台,F45.306,胃神经官能症[精神性胃肠道反应],F45.310,胃神经官能症,
,南京江宁卫生信息平台,K29.901,胃十二指肠炎 NOS,K29.900,胃十二指肠炎,
,南京江宁卫生信息平台,K91.104,胃手术后综合征,K91.100,胃手术后综合征,
,南京江宁卫生信息平台,K31.819,胃酸过多[罗斯巴赫氏病],K31.804,胃酸过多,
,南京江宁卫生信息平台,K31.820,胃酸缺乏,K31.805,胃酸缺乏,
,南京江宁卫生信息平台,S36.301,胃损伤,S36.300,胃损伤,
,南京江宁卫生信息平台,S36.3052,胃挫伤,S36.300,胃损伤,
,南京江宁卫生信息平台,S36.3053,胃裂伤,S36.300,胃损伤,
,南京江宁卫生信息平台,S36.3151,胃损伤伴开放性伤口,S36.300,胃损伤,
,南京江宁卫生信息平台,C16.201,胃体恶性肿瘤,C16.200,胃体恶性肿瘤,
,南京江宁卫生信息平台,R10.151,胃痛,R10.102,胃痛,
,南京江宁卫生信息平台,K31.701,胃息肉,K31.703,胃息肉,
,南京江宁卫生信息平台,K31.859,葫芦胃狭窄,K31.806,胃狭窄,
,南京江宁卫生信息平台,K31.821,胃下垂,K31.811,胃下垂,
,南京江宁卫生信息平台,Q40.351,先天性胃畸形 NOS,Q40.300,胃先天性畸形,
,南京江宁卫生信息平台,C16.501,胃小弯恶性肿瘤,C16.500,胃小弯恶性肿瘤,
,南京江宁卫生信息平台,K25.951,胃小弯溃疡,K25.902,胃小弯溃疡,
,南京江宁卫生信息平台,K29.702,胃窦炎,K29.700,胃炎,
,南京江宁卫生信息平台,K29.703,胃炎,K29.700,胃炎,
,南京江宁卫生信息平台,K29.706,幽门炎,K29.700,胃炎,
,南京江宁卫生信息平台,K29.707,疣状胃(胃窦)炎,K29.700,胃炎,
,南京江宁卫生信息平台,K29.652,胆汁反流性胃炎,K29.600,胃炎，其他的,
,南京江宁卫生信息平台,K29.653,化学性胃炎,K29.600,胃炎，其他的,
,南京江宁卫生信息平台,K29.701,反流性胃炎,K29.600,胃炎，其他的,
,南京江宁卫生信息平台,K29.704,胃炎性假瘤,K29.600,胃炎，其他的,
,南京江宁卫生信息平台,K29.705,应激性胃炎,K29.600,胃炎，其他的,
,南京江宁卫生信息平台,D00.251,胃原位癌,D00.200,胃原位癌,
,南京江宁卫生信息平台,Z93.151,胃造口术后状态,Z93.100,胃造口状态,
,南京江宁卫生信息平台,K66.053,胃粘连,K66.003,胃粘连,
,南京江宁卫生信息平台,D37.102,胃交界恶性肿瘤,D37.101,胃肿瘤,
,南京江宁卫生信息平台,K31.826,胃潴留,K31.819,胃潴留,
,南京江宁卫生信息平台,R12.X51,胃灼热,R12.x00,胃灼热,
,南京江宁卫生信息平台,R63.301,喂养不当,R63.300,喂养困难和照管不当,
,南京江宁卫生信息平台,D59.155,溶血性温型(继发性)(症状性)贫血,D59.103,温抗体型自身免疫性溶血性贫血,
